Disaster Subgroup,Disaster Type,Disaster Subtype,Country,Start Year,Start Month,Start Day,End Year,End Month,End Day,"Total Damage, Adjusted ('000 US$)",Total Deaths,Total Affected
Meteorological,Storm,Tropical cyclone,Philippines,2000,7,7.0,2000,7.0,7.0,46931.0,75.0,1483321.0
Hydrological,Flood,Flash flood,Vietnam,2001,10,20.0,2001,10.0,24.0,8326.0,20.0,35006.0
Hydrological,Flood,Flash flood,Malaysia,2001,8,19.0,2001,8.0,19.0,,,10000.0
Hydrological,Flood,Flash flood,Thailand,2001,8,8.0,2001,9.0,6.0,43404.0,104.0,450109.0
Meteorological,Storm,Tropical cyclone,Vietnam,2001,8,11.0,2001,8.0,11.0,5669.0,3.0,10003.0
Hydrological,Flood,Flood (General),Thailand,2001,3,11.0,2001,3.0,11.0,,2.0,6000.0
Hydrological,Landslide,Landslide (wet),Indonesia,2000,11,5.0,2000,11.0,7.0,,52.0,19.0
Meteorological,Storm,Tropical cyclone,Philippines,2000,11,3.0,2000,11.0,5.0,56471.0,94.0,1747872.0
Geophysical,Earthquake,Ground movement,Indonesia,2000,10,25.0,2000,10.0,25.0,,,5500.0
Hydrological,Flood,Flood (General),Lao People's Democratic Republic,2000,9,,2000,9.0,,1822.0,15.0,450000.0
Meteorological,Storm,Tropical cyclone,Thailand,2000,8,21.0,2000,8.0,21.0,,2.0,41219.0
Hydrological,Flood,Flood (General),Thailand,2000,7,,2000,7.0,,92995.0,47.0,2500000.0
Hydrological,Flood,Coastal flood,Philippines,2000,1,22.0,2000,1.0,22.0,,,5250.0
