Disaster Subgroup,Disaster Type,Disaster Subtype,Country,Start Year,Start Month,Start Day,End Year,End Month,End Day,"Total Damage, Adjusted ('000 US$)",Total Deaths,Total Affected
Hydrological,Flood,Flood (General),Thailand,2022,8,14.0,2022,8.0,16.0,,,63100.0
Meteorological,Storm,Storm surge,Cambodia,2022,9,28.0,2022,9.0,29.0,,16.0,
Meteorological,Storm,Tropical cyclone,Philippines,2000,7,5.0,2000,7.0,5.0,13662.0,11.0,120000.0
Hydrological,Landslide,Sudden Subsidence (wet),Philippines,2000,7,10.0,2000,7.0,10.0,,287.0,2838.0
Hydrological,Flood,Coastal flood,Philippines,2000,9,4.0,2000,9.0,5.0,,5.0,6508.0
Hydrological,Landslide,Landslide (wet),Vietnam,2000,10,3.0,2000,10.0,3.0,,40.0,17.0
Hydrological,Flood,Flood (General),Thailand,2023,12,22.0,2023,12.0,25.0,,6.0,241473.0
Hydrological,Flood,Flood (General),Philippines,2022,12,25.0,2022,12.0,29.0,11791.0,70.0,600016.0
Hydrological,Flood,Flood (General),Indonesia,2022,12,25.0,2022,12.0,26.0,,1.0,3210.0
Hydrological,Flood,Flood (General),Malaysia,2023,12,22.0,2023,12.0,25.0,,2.0,25676.0
Meteorological,Storm,Tropical cyclone,Philippines,2020,10,31.0,2020,11.0,1.0,610011.0,31.0,3356394.0
Hydrological,Flood,Flood (General),Indonesia,2022,12,26.0,2023,1.0,1.0,,,196745.0
Hydrological,Landslide,Landslide (wet),Indonesia,2001,1,22.0,2001,1.0,22.0,,63.0,
Geophysical,Volcanic activity,Lava flow,Indonesia,2020,12,1.0,2020,12.0,1.0,,,550.0
Hydrological,Flood,Flood (General),Indonesia,2024,12,3.0,2024,12.0,10.0,,12.0,10160.0
Hydrological,Flood,Flood (General),Indonesia,2022,11,7.0,2022,11.0,14.0,,3.0,7000.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2022,12,4.0,2022,12.0,5.0,,,2489.0
Hydrological,Landslide,Landslide (wet),Malaysia,2022,12,16.0,2022,12.0,16.0,,33.0,94.0
Hydrological,Flood,Flood (General),Malaysia,2001,10,30.0,2001,10.0,30.0,,,200.0
Hydrological,Flood,Flood (General),Indonesia,2022,11,25.0,2022,11.0,27.0,,1.0,12500.0
Geophysical,Earthquake,Tsunami,Indonesia,2011,3,11.0,2011,3.0,11.0,,1.0,95.0
Hydrological,Flood,Riverine flood,Myanmar,2001,6,2.0,2001,6.0,2.0,,51.0,3750.0
Geophysical,Earthquake,Ground movement,Indonesia,2018,7,29.0,2018,7.0,29.0,36228.0,14.0,102852.0
Geophysical,Earthquake,Ground movement,Indonesia,2018,8,19.0,2018,8.0,19.0,6246.0,10.0,779.0
Geophysical,Earthquake,Ground movement,Philippines,2019,4,22.0,2019,4.0,22.0,61349.0,25.0,15555.0
Geophysical,Earthquake,Tsunami,Myanmar,2004,12,26.0,2004,12.0,26.0,830377.0,71.0,15700.0
Geophysical,Earthquake,Ground movement,Myanmar,2016,8,24.0,2016,8.0,24.0,13070.0,4.0,1152.0
Geophysical,Earthquake,Ground movement,Indonesia,2018,8,5.0,2018,8.0,5.0,986888.0,564.0,516927.0
Geophysical,Earthquake,Ground movement,Indonesia,2019,7,14.0,2019,7.0,14.0,,8.0,11804.0
Geophysical,Earthquake,Ground movement,Indonesia,2019,9,26.0,2019,9.0,26.0,,31.0,247418.0
Geophysical,Earthquake,Ground movement,Philippines,2019,10,16.0,2019,10.0,16.0,,7.0,3283.0
Geophysical,Earthquake,Ground movement,Philippines,2019,12,15.0,2019,12.0,15.0,,14.0,394565.0
Geophysical,Earthquake,Tsunami,Malaysia,2004,12,26.0,2004,12.0,26.0,830377.0,80.0,5063.0
Geophysical,Earthquake,Tsunami,Thailand,2004,12,26.0,2004,12.0,26.0,1660755.0,8345.0,67007.0
Geophysical,Earthquake,Ground movement,Philippines,2017,2,10.0,2017,2.0,10.0,17883.0,8.0,16857.0
Geophysical,Earthquake,Ground movement,Indonesia,2007,9,12.0,2007,9.0,12.0,756451.0,25.0,459567.0
Geophysical,Earthquake,Ground movement,Indonesia,2012,4,11.0,2012,4.0,11.0,,7.0,107.0
Geophysical,Earthquake,Ground movement,Philippines,2017,4,8.0,2017,4.0,8.0,2559.0,,25000.0
Geophysical,Earthquake,Ground movement,Philippines,2017,7,6.0,2017,7.0,6.0,5585.0,3.0,16500.0
Geophysical,Earthquake,Ground movement,Indonesia,2017,12,15.0,2017,12.0,15.0,,4.0,8895.0
Geophysical,Earthquake,Ground movement,Philippines,2019,10,31.0,2019,10.0,31.0,,23.0,260703.0
Geophysical,Earthquake,Tsunami,Indonesia,2004,12,26.0,2004,12.0,26.0,7393017.0,165708.0,532898.0
Geophysical,Earthquake,Ground movement,Indonesia,2005,3,28.0,2005,3.0,28.0,,915.0,105313.0
Geophysical,Earthquake,Ground movement,Indonesia,2016,12,7.0,2016,12.0,7.0,130700.0,104.0,86018.0
Geophysical,Earthquake,Ground movement,Indonesia,2018,1,23.0,2018,1.0,23.0,99938.0,1.0,13811.0
Geophysical,Earthquake,Tsunami,Indonesia,2018,9,28.0,2018,9.0,28.0,1811377.0,4140.0,2000000.0
Geophysical,Earthquake,Ground movement,Indonesia,2019,8,2.0,2019,8.0,2.0,,6.0,2104.0
Hydrological,Flood,Riverine flood,Malaysia,2020,12,20.0,2020,12.0,21.0,,,9273.0
Meteorological,Storm,Tropical cyclone,Philippines,2002,7,7.0,2002,7.0,9.0,1744.0,33.0,700041.0
Meteorological,Storm,Tropical cyclone,Philippines,2022,10,27.0,2022,10.0,28.0,48844.0,158.0,3323291.0
Geophysical,Earthquake,Ground movement,Philippines,2022,10,25.0,2022,10.0,25.0,1501.0,,147422.0
Hydrological,Flood,Flood (General),Indonesia,2022,11,8.0,2022,11.0,10.0,,,4580.0
Meteorological,Storm,Tropical cyclone,Philippines,2002,6,28.0,2002,7.0,3.0,,7.0,3000.0
Geophysical,Earthquake,Ground movement,Indonesia,2016,1,16.0,2016,1.0,16.0,,1.0,1172.0
Hydrological,Flood,Flood (General),Indonesia,2019,4,25.0,2019,4.0,26.0,,2.0,2258.0
Hydrological,Flood,Flood (General),Malaysia,2018,1,1.0,2018,1.0,5.0,,2.0,12000.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2023,12,,2024,1.0,2.0,,,2229.0
Geophysical,Earthquake,Ground movement,Indonesia,2019,2,28.0,2019,2.0,28.0,,,1763.0
Geophysical,Earthquake,Ground movement,Philippines,2019,7,27.0,2019,7.0,27.0,6452.0,9.0,3027.0
Geophysical,Earthquake,Ground movement,Philippines,2019,10,29.0,2019,10.0,29.0,,10.0,26025.0
Geophysical,Earthquake,Ground movement,Indonesia,2019,3,17.0,2019,3.0,17.0,,6.0,22462.0
Geophysical,Earthquake,Ground movement,Philippines,2019,7,13.0,2019,7.0,13.0,,,9577.0
Geophysical,Earthquake,Ground movement,Indonesia,2016,8,1.0,2016,8.0,1.0,,,3410.0
Hydrological,Flood,Flood (General),Indonesia,2018,3,22.0,2018,3.0,26.0,,3.0,12001.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2010,10,24.0,2010,10.0,24.0,,322.0,137140.0
Hydrological,Flood,Flood (General),Indonesia,2022,5,21.0,2022,5.0,24.0,,,17201.0
Geophysical,Earthquake,Ground movement,Indonesia,2022,9,11.0,2022,9.0,11.0,,,6003.0
Hydrological,Flood,Flood (General),Thailand,2022,7,17.0,2022,7.0,26.0,,2.0,2300.0
Hydrological,Flood,Flood (General),Lao People's Democratic Republic,2022,8,7.0,2022,8.0,10.0,,1.0,42552.0
Hydrological,Flood,Flash flood,Indonesia,2022,10,4.0,2022,10.0,9.0,,10.0,40002.0
Meteorological,Storm,Tropical cyclone,Philippines,2022,10,13.0,2022,10.0,13.0,19294.0,,7000.0
Hydrological,Flood,Flood (General),Indonesia,2022,10,3.0,2022,10.0,21.0,,5.0,203.0
Hydrological,Flood,Flood (General),Indonesia,2022,7,5.0,2022,7.0,12.0,,7.0,3126.0
Geophysical,Earthquake,Ground movement,Indonesia,2004,2,5.0,2004,2.0,5.0,1661.0,37.0,14072.0
Hydrological,Flood,Riverine flood,Malaysia,2004,1,24.0,2004,2.0,3.0,,3.0,6900.0
Geophysical,Earthquake,Ground movement,Indonesia,2004,2,16.0,2004,2.0,16.0,,5.0,507.0
Hydrological,Flood,Flood (General),Indonesia,2021,5,25.0,2021,5.0,25.0,,,59800.0
Hydrological,Landslide,Landslide (wet),Indonesia,2006,1,22.0,2006,1.0,27.0,17028.0,11.0,3000.0
Hydrological,Flood,Flash flood,Indonesia,2006,12,22.0,2007,1.0,4.0,,236.0,618486.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2004,6,1.0,2004,6.0,7.0,,,16828.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,10,22.0,2024,10.0,24.0,373000.0,181.0,9652739.0
Meteorological,Storm,Tropical cyclone,Lao People's Democratic Republic,2024,7,19.0,2024,7.0,20.0,5000.0,8.0,75006.0
Hydrological,Flood,Flash flood,Indonesia,2001,2,4.0,2001,2.0,18.0,17716.0,130.0,80000.0
Hydrological,Flood,Riverine flood,Timor-Leste,2020,3,13.0,2020,3.0,13.0,24241.0,3.0,9131.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,11,7.0,2024,11.0,8.0,10000.0,1.0,375001.0
Geophysical,Earthquake,Ground movement,Indonesia,2006,5,26.0,2006,5.0,26.0,4823789.0,5778.0,3177923.0
Hydrological,Flood,Riverine flood,Indonesia,2008,9,6.0,2008,9.0,8.0,1574.0,16.0,118000.0
Geophysical,Earthquake,Ground movement,Indonesia,2009,9,2.0,2009,9.0,2.0,233947.0,128.0,339792.0
Meteorological,Storm,Storm (General),Malaysia,2004,11,6.0,2004,11.0,6.0,,1.0,40000.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2006,4,18.0,2006,5.0,15.0,,,11000.0
Geophysical,Earthquake,Ground movement,Indonesia,2004,11,26.0,2004,11.0,26.0,91342.0,32.0,12833.0
Hydrological,Flood,Riverine flood,Indonesia,2006,6,23.0,2006,6.0,27.0,,,5000.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,11,11.0,2024,11.0,12.0,10000.0,,310002.0
Geophysical,Earthquake,Ground movement,Indonesia,2005,1,23.0,2005,1.0,23.0,,1.0,684.0
Hydrological,Flood,Flash flood,Vietnam,2018,6,23.0,2018,6.0,27.0,28732.0,33.0,16728.0
Hydrological,Flood,Riverine flood,Vietnam,2005,5,26.0,2005,5.0,26.0,,,593.0
Hydrological,Flood,Riverine flood,Philippines,2004,2,11.0,2004,2.0,26.0,,7.0,20000.0
Meteorological,Storm,Tropical cyclone,Philippines,2002,7,13.0,2002,7.0,13.0,9878.0,62.0,11000.0
Meteorological,Storm,Tropical cyclone,Vietnam,2018,7,18.0,2018,7.0,22.0,274830.0,34.0,96000.0
Hydrological,Flood,Flash flood,Indonesia,2006,2,13.0,2006,2.0,23.0,38902.0,39.0,17539.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2013,9,,2013,12.0,,,,29727.0
Hydrological,Flood,Riverine flood,Myanmar,2012,7,15.0,2012,8.0,29.0,,2.0,85000.0
Hydrological,Landslide,Landslide (wet),Indonesia,2007,1,12.0,2007,1.0,14.0,,32.0,3990.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2007,7,9.0,2007,7.0,9.0,,,9758.0
Meteorological,Storm,Tropical cyclone,Lao People's Democratic Republic,2018,7,18.0,2018,7.0,19.0,,,120000.0
Geophysical,Earthquake,Ground movement,Indonesia,2013,1,22.0,2013,1.0,22.0,,1.0,515.0
Hydrological,Landslide,Landslide (wet),Indonesia,2008,5,5.0,2008,5.0,5.0,,21.0,
Hydrological,Flood,Flash flood,Philippines,2008,6,6.0,2008,6.0,6.0,,1.0,1000.0
Meteorological,Storm,Tropical cyclone,Indonesia,2021,4,2.0,2021,4.0,6.0,926123.0,226.0,509625.0
Hydrological,Flood,Riverine flood,Philippines,2009,8,5.0,2009,8.0,5.0,,,1578.0
Hydrological,Flood,Flood (General),Indonesia,2019,1,17.0,2019,1.0,17.0,,2.0,2650.0
Hydrological,Flood,Flash flood,Indonesia,2009,12,8.0,2009,12.0,8.0,,6.0,704.0
Hydrological,Landslide,Landslide (wet),Indonesia,2013,3,25.0,2013,3.0,25.0,,13.0,
Hydrological,Flood,Flash flood,Indonesia,2010,10,2.0,2010,10.0,6.0,112209.0,291.0,12428.0
Meteorological,Extreme temperature,Heat wave,Myanmar,2010,4,,2010,8.0,,,260.0,1482.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2011,12,4.0,2011,12.0,27.0,,3.0,2373.0
Hydrological,Flood,Riverine flood,Indonesia,2011,4,1.0,2011,4.0,10.0,,18.0,3000.0
Hydrological,Flood,Riverine flood,Indonesia,2011,3,17.0,2011,3.0,31.0,,13.0,3000.0
Hydrological,Landslide,Landslide (wet),Indonesia,2012,5,24.0,2012,5.0,27.0,,20.0,215.0
Hydrological,Flood,Riverine flood,Indonesia,2012,7,24.0,2012,7.0,24.0,,8.0,625.0
Meteorological,Storm,Tropical cyclone,Thailand,2017,7,17.0,2017,7.0,19.0,,,60.0
Geophysical,Volcanic activity,Volcanic activity (General),Indonesia,2017,9,22.0,2017,11.0,28.0,,,133349.0
Hydrological,Flood,Flood (General),Indonesia,2021,3,25.0,2021,3.0,31.0,,,75506.0
Hydrological,Flood,Flash flood,Indonesia,2012,8,25.0,2012,8.0,25.0,,4.0,1045.0
Hydrological,Flood,Riverine flood,Indonesia,2012,5,9.0,2012,5.0,9.0,,5.0,1020.0
Hydrological,Flood,Flash flood,Indonesia,2012,7,31.0,2012,7.0,31.0,,8.0,3770.0
Hydrological,Flood,Riverine flood,Indonesia,2013,7,28.0,2013,7.0,30.0,,12.0,8140.0
Hydrological,Flood,Riverine flood,Indonesia,2013,12,28.0,2013,12.0,30.0,2693.0,,22500.0
Hydrological,Flood,Riverine flood,Indonesia,2014,2,25.0,2014,2.0,25.0,,13.0,275.0
Hydrological,Flood,Flood (General),Indonesia,2021,12,18.0,2021,12.0,19.0,,,43000.0
Climatological,Drought,Drought,Indonesia,2015,7,,2015,7.0,,,11.0,
Geophysical,Earthquake,Ground movement,Indonesia,2022,11,21.0,2022,11.0,21.0,,334.0,2204645.0
Meteorological,Storm,Storm (General),Philippines,2017,12,21.0,2017,12.0,26.0,63987.0,58.0,923757.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2018,1,14.0,2018,1.0,14.0,,,50000.0
Hydrological,Flood,Flash flood,Malaysia,2018,2,3.0,2018,2.0,12.0,,,4900.0
Meteorological,Storm,Tropical cyclone,Vietnam,2018,6,6.0,2018,6.0,19.0,,1.0,
Meteorological,Storm,Tropical cyclone,Philippines,2018,7,17.0,2018,7.0,31.0,109932.0,16.0,2231101.0
Climatological,Drought,Drought,Lao People's Democratic Republic,2019,7,,2019,7.0,,,,
Hydrological,Flood,Flood (General),Indonesia,2020,1,14.0,2020,1.0,15.0,,,7213.0
Hydrological,Flood,Flood (General),Indonesia,2020,6,3.0,2020,6.0,5.0,,,1835.0
Meteorological,Storm,Tropical cyclone,Vietnam,2020,12,21.0,2020,12.0,21.0,,1.0,4.0
Geophysical,Volcanic activity,Ash fall,Philippines,2001,5,24.0,2001,5.0,24.0,1403.0,,25576.0
Meteorological,Storm,Severe weather,Vietnam,2021,3,22.0,2021,3.0,23.0,,,1000.0
Meteorological,Storm,Tropical cyclone,Philippines,2021,6,1.0,2021,6.0,3.0,12734.0,11.0,21000.0
Meteorological,Storm,Tropical cyclone,Vietnam,2021,9,12.0,2021,9.0,12.0,,2.0,310.0
Hydrological,Landslide,Landslide (wet),Indonesia,2000,6,24.0,2000,6.0,24.0,,,520.0
Hydrological,Flood,Flood (General),Indonesia,2021,12,5.0,2021,12.0,7.0,,6.0,78738.0
Hydrological,Flood,Flood (General),Thailand,2022,2,25.0,2022,2.0,28.0,,6.0,60000.0
Meteorological,Storm,Storm (General),Vietnam,2000,8,24.0,2000,8.0,24.0,64.0,,503.0
Meteorological,Storm,Tornado,Vietnam,2000,8,24.0,2000,8.0,24.0,,,134.0
Hydrological,Flood,Flood (General),Philippines,2023,1,1.0,2023,1.0,29.0,31267.0,52.0,2143358.0
Hydrological,Flood,Flood (General),Indonesia,2023,1,20.0,2023,1.0,27.0,,,100000.0
Hydrological,Flood,Flood (General),Malaysia,2023,1,20.0,2023,1.0,27.0,,,11000.0
Hydrological,Flood,Flood (General),Indonesia,2023,1,27.0,2023,1.0,30.0,,,16700.0
Geophysical,Earthquake,Ground movement,Indonesia,2023,2,9.0,2023,2.0,9.0,,4.0,2136.0
Hydrological,Flood,Flood (General),Philippines,2023,2,20.0,2023,2.0,24.0,5147.0,2.0,215000.0
Hydrological,Flood,Flood (General),Malaysia,2023,2,28.0,2023,3.0,2.0,,4.0,46630.0
Hydrological,Landslide,Landslide (wet),Indonesia,2023,3,6.0,2023,3.0,6.0,,55.0,1208.0
Meteorological,Storm,Severe weather,Indonesia,2023,3,5.0,2023,3.0,5.0,,1.0,653.0
Hydrological,Landslide,Landslide (wet),Indonesia,2023,4,15.0,2023,4.0,15.0,,5.0,130.0
Meteorological,Storm,Lightning/Thunderstorms,Cambodia,2023,4,14.0,2023,4.0,16.0,,,14100.0
Meteorological,Storm,Tropical cyclone,Philippines,2023,4,17.0,2023,4.0,21.0,229.0,,136149.0
Meteorological,Storm,Tornado,Myanmar,2023,4,21.0,2023,4.0,21.0,,8.0,1280.0
Hydrological,Flood,Flood (General),Vietnam,2023,4,28.0,2023,4.0,30.0,,,6540.0
Meteorological,Storm,Tropical cyclone,Philippines,2023,5,24.0,2023,6.0,3.0,,1.0,30501.0
Meteorological,Storm,Severe weather,Indonesia,2023,6,24.0,2023,6.0,26.0,,,337.0
Geophysical,Earthquake,Ground movement,Indonesia,2023,6,30.0,2023,6.0,30.0,,1.0,1120.0
Hydrological,Flood,Flood (General),Indonesia,2023,7,7.0,2023,7.0,14.0,,6.0,517.0
Meteorological,Storm,Tropical cyclone,Philippines,2023,7,12.0,2023,7.0,14.0,,2.0,450.0
Meteorological,Storm,Tropical cyclone,Vietnam,2023,7,14.0,2023,7.0,17.0,,1.0,3.0
Meteorological,Storm,Tropical cyclone,Philippines,2023,7,21.0,2023,7.0,27.0,292640.0,39.0,5385237.0
Hydrological,Flood,Flood (General),Vietnam,2023,7,30.0,2023,7.0,31.0,,7.0,2175.0
Hydrological,Flood,Flood (General),Lao People's Democratic Republic,2023,7,4.0,2023,8.0,21.0,7947.0,7.0,110129.0
Hydrological,Flood,Flood (General),Myanmar,2023,8,3.0,2023,8.0,7.0,,5.0,48000.0
Hydrological,Flood,Flash flood,Vietnam,2023,8,4.0,2023,8.0,7.0,,15.0,214535.0
Hydrological,Landslide,Landslide (wet),Myanmar,2023,8,13.0,2023,8.0,13.0,,39.0,
Meteorological,Storm,Tropical cyclone,Philippines,2023,8,22.0,2023,8.0,25.0,33973.0,4.0,900003.0
Hydrological,Flood,Flood (General),Indonesia,2023,9,1.0,2023,9.0,8.0,,,14500.0
Meteorological,Storm,Tropical cyclone,Philippines,2023,10,4.0,2023,10.0,5.0,,,275.0
Hydrological,Flood,Flood (General),Myanmar,2023,10,5.0,2023,10.0,9.0,,5.0,27335.0
Hydrological,Flood,Flood (General),Vietnam,2023,10,6.0,2023,10.0,7.0,,2.0,1900.0
Hydrological,Flood,Flood (General),Malaysia,2023,11,5.0,2023,11.0,8.0,,,881.0
Geophysical,Earthquake,Ground movement,Philippines,2023,9,12.0,2023,9.0,12.0,,,180.0
Meteorological,Storm,Severe weather,Vietnam,2023,11,13.0,2023,11.0,14.0,,5.0,80000.0
Geophysical,Earthquake,Ground movement,Philippines,2023,11,17.0,2023,11.0,17.0,26142.0,11.0,99578.0
Geophysical,Earthquake,Ground movement,Philippines,2023,12,2.0,2023,12.0,2.0,23382.0,3.0,721076.0
Hydrological,Flood,Flood (General),Philippines,2023,11,14.0,2023,11.0,27.0,2224.0,2.0,1157488.0
Hydrological,Flood,Flood (General),Indonesia,2023,11,24.0,2023,11.0,27.0,,,17750.0
Geophysical,Volcanic activity,Ash fall,Indonesia,2023,12,3.0,2023,12.0,3.0,,23.0,87.0
Meteorological,Storm,Tropical cyclone,Philippines,2023,12,18.0,2023,12.0,19.0,43.0,1.0,425867.0
Hydrological,Flood,Flood (General),Philippines,2024,1,14.0,2024,2.0,2.0,30000.0,21.0,1228014.0
Hydrological,Landslide,Landslide (wet),Philippines,2024,1,28.0,2024,2.0,1.0,65110.0,22.0,1567350.0
Hydrological,Landslide,Landslide (wet),Philippines,2024,2,6.0,2024,2.0,6.0,50000.0,128.0,1400032.0
Hydrological,Flood,Flood (General),Indonesia,2024,2,15.0,2024,2.0,21.0,,2.0,25502.0
Meteorological,Storm,Severe weather,Thailand,2024,2,17.0,2024,2.0,20.0,,,1400.0
Hydrological,Landslide,Landslide (wet),Indonesia,2024,3,1.0,2024,3.0,22.0,20000.0,59.0,500012.0
Geophysical,Earthquake,Ground movement,Indonesia,2024,3,22.0,2024,3.0,22.0,40000.0,,144522.0
Hydrological,Flood,Flood (General),Indonesia,2024,4,7.0,2024,4.0,9.0,,2.0,3132.0
Hydrological,Landslide,Landslide (wet),Indonesia,2024,4,13.0,2024,4.0,13.0,,20.0,2.0
Geophysical,Volcanic activity,Lava flow,Indonesia,2024,4,16.0,2024,4.0,29.0,,,8500.0
Meteorological,Storm,Severe weather,Thailand,2024,4,18.0,2024,4.0,23.0,,2.0,3418.0
Hydrological,Flood,Flood (General),Indonesia,2024,4,16.0,2024,4.0,25.0,,4.0,51812.0
Geophysical,Earthquake,Ground movement,Indonesia,2024,4,27.0,2024,4.0,27.0,,1.0,2812.0
Hydrological,Landslide,Landslide (wet),Indonesia,2024,4,25.0,2024,4.0,26.0,,12.0,6.0
Meteorological,Storm,Severe weather,Vietnam,2024,4,30.0,2024,5.0,2.0,10000.0,1.0,8320.0
Meteorological,Extreme temperature,Heat wave,Cambodia,2024,4,,2024,5.0,,,,
Meteorological,Extreme temperature,Heat wave,Lao People's Democratic Republic,2024,4,,2024,5.0,,,,
Meteorological,Extreme temperature,Heat wave,Myanmar,2024,4,1.0,2024,5.0,3.0,,50.0,100.0
Meteorological,Extreme temperature,Heat wave,Philippines,2024,4,,2024,5.0,,,,34.0
Meteorological,Extreme temperature,Heat wave,Thailand,2024,4,,2024,5.0,,,61.0,
Meteorological,Extreme temperature,Heat wave,Vietnam,2024,4,,2024,5.0,,,,
Hydrological,Landslide,Landslide (wet),Indonesia,2024,5,3.0,2024,5.0,5.0,,12.0,17395.0
Hydrological,Flood,Flood (General),Indonesia,2024,5,11.0,2024,5.0,12.0,,87.0,3337.0
Meteorological,Storm,Severe weather,Thailand,2024,5,12.0,2024,5.0,13.0,,,1300.0
Meteorological,Storm,Severe weather,Vietnam,2024,5,12.0,2024,5.0,13.0,,3.0,2128.0
Geophysical,Volcanic activity,Lahar,Philippines,2024,6,5.0,2024,6.0,7.0,,,29137.0
Hydrological,Flood,Flood (General),Indonesia,2024,6,4.0,2024,6.0,7.0,,6.0,15400.0
Geophysical,Volcanic activity,Volcanic activity (General),Indonesia,2024,5,16.0,2024,6.0,6.0,,,2011.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,5,24.0,2024,5.0,27.0,20000.0,6.0,52008.0
Hydrological,Landslide,Landslide (wet),Indonesia,2024,5,26.0,2024,5.0,28.0,,4.0,1750.0
Hydrological,Flood,Flood (General),Vietnam,2024,6,9.0,2024,6.0,10.0,,3.0,9628.0
Meteorological,Storm,Severe weather,Vietnam,2024,6,17.0,2024,6.0,18.0,,7.0,401.0
Hydrological,Flood,Flood (General),Myanmar,2024,6,30.0,2024,8.0,2.0,,,106792.0
Hydrological,Landslide,Landslide (wet),Vietnam,2024,7,12.0,2024,7.0,13.0,,11.0,234.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,7,22.0,2024,7.0,23.0,211000.0,53.0,6498934.0
Geophysical,Earthquake,Ground movement,Philippines,2024,8,2.0,2024,8.0,2.0,,,24000.0
Hydrological,Flood,Flood (General),Thailand,2024,8,16.0,2024,8.0,26.0,210000.0,22.0,38350.0
Hydrological,Flood,Flood (General),Lao People's Democratic Republic,2024,7,22.0,2024,8.0,8.0,2261.0,,185843.0
Hydrological,Flood,Flash flood,Indonesia,2024,8,25.0,2024,8.0,26.0,,21.0,615.0
Meteorological,Storm,Tropical cyclone,Lao People's Democratic Republic,2024,9,1.0,2024,9.0,8.0,300000.0,5.0,51440.0
Meteorological,Storm,Tropical cyclone,Myanmar,2024,9,8.0,2024,9.0,13.0,222000.0,460.0,1000048.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,9,1.0,2024,9.0,4.0,33000.0,33.0,3000022.0
Meteorological,Storm,Tropical cyclone,Thailand,2024,9,,2024,9.0,,904000.0,45.0,100.0
Meteorological,Storm,Tropical cyclone,Vietnam,2024,9,6.0,2024,9.0,7.0,2000000.0,345.0,3601978.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,9,16.0,2024,9.0,16.0,,12.0,203011.0
Geophysical,Earthquake,Ground movement,Indonesia,2024,9,18.0,2024,9.0,18.0,30000.0,1.0,2875.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,9,15.0,2024,9.0,19.0,,38.0,95013.0
Meteorological,Storm,Tropical cyclone,Vietnam,2024,9,15.0,2024,9.0,19.0,,3.0,1850.0
Hydrological,Landslide,Landslide (wet),Indonesia,2024,9,26.0,2024,9.0,26.0,,17.0,36.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,9,29.0,2024,9.0,30.0,11000.0,4.0,219008.0
Meteorological,Storm,Tropical cyclone,Vietnam,2024,10,25.0,2024,10.0,30.0,20600.0,6.0,143429.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,10,26.0,2024,11.0,1.0,,,
Geophysical,Volcanic activity,Ash fall,Indonesia,2024,11,3.0,2024,11.0,16.0,,10.0,11511.0
Meteorological,Storm,Tropical cyclone,Philippines,2024,11,16.0,2024,11.0,17.0,100000.0,15.0,3967014.0
Hydrological,Flood,Flash flood,Indonesia,2024,11,23.0,2024,11.0,26.0,,20.0,1000.0
Hydrological,Flood,Flood (General),Thailand,2024,11,25.0,2024,12.0,15.0,,35.0,737000.0
Geophysical,Volcanic activity,Ash fall,Philippines,2024,12,9.0,2024,12.0,11.0,,,44053.0
Climatological,Drought,Drought,Vietnam,2024,1,,2024,6.0,,10000.0,,266000.0
Geophysical,Landslide,Landslide (dry),Myanmar,2018,5,4.0,2018,5.0,4.0,,17.0,
Hydrological,Flood,Flood (General),Vietnam,2018,8,29.0,2018,9.0,5.0,,20.0,6000.0
Hydrological,Flood,Flood (General),Indonesia,2019,3,6.0,2019,3.0,8.0,,9.0,168397.0
Hydrological,Landslide,Landslide (wet),Myanmar,2019,7,28.0,2019,7.0,28.0,,13.0,
Hydrological,Flood,Flood (General),Vietnam,2019,10,15.0,2019,10.0,22.0,,3.0,26255.0
Meteorological,Storm,Tropical cyclone,Vietnam,2019,11,3.0,2019,11.0,3.0,,1.0,20014.0
Meteorological,Storm,Tropical cyclone,Philippines,2019,12,2.0,2019,12.0,3.0,133927.0,4.0,2647558.0
Meteorological,Storm,Tropical cyclone,Philippines,2019,12,24.0,2019,12.0,28.0,19291.0,63.0,3297246.0
Climatological,Wildfire,Wildfire (General),Indonesia,2019,2,,2019,9.0,,,,
Hydrological,Flood,Riverine flood,Thailand,2000,9,,2000,9.0,,922.0,9.0,12500.0
Geophysical,Volcanic activity,Ash fall,Philippines,2020,1,12.0,2020,1.0,22.0,79994.0,1.0,736802.0
Climatological,Drought,Drought,Philippines,2019,3,,2019,4.0,,31411.0,,16000.0
